Date,index_level
01/01/2020,100.0
02/01/2020,100.81221175515125
03/01/2020,101.21267698240753
06/01/2020,100.23023413018184
07/01/2020,100.37807725320864
08/01/2020,99.88836783072286
09/01/2020,99.95398234803508
10/01/2020,98.6257874044559
13/01/2020,98.92911073214911
14/01/2020,98.5112863529891
15/01/2020,98.50462603622901
16/01/2020,98.32971794942044
17/01/2020,97.90062624534836
20/01/2020,97.65678846890906
21/01/2020,97.81964781027702
22/01/2020,98.0022041038044
23/01/2020,98.5051406959229
24/01/2020,98.12766958933982
27/01/2020,97.642175953582
28/01/2020,97.0879707492361
29/01/2020,96.86997538545651
30/01/2020,96.15740532517117
31/01/2020,96.60177389876617
03/02/2020,97.36911174203954
04/02/2020,97.25793025296505
05/02/2020,96.56772355674829
06/02/2020,96.75861838930452
07/02/2020,96.43648136885419
10/02/2020,97.0330450734517
11/02/2020,96.40409250552317
12/02/2020,96.39680040568572
13/02/2020,96.33663463391545
14/02/2020,96.33027884897373
17/02/2020,97.22272437443492
18/02/2020,96.53817165612583
19/02/2020,96.34026718978234
20/02/2020,95.16063204246528
21/02/2020,95.66159540777589
24/02/2020,95.9424838893896
25/02/2020,96.1905710912229
26/02/2020,95.62590504242914
27/02/2020,95.65335726098257
28/02/2020,95.22853300314793
02/03/2020,95.66704969229548
03/03/2020,96.05581901469763
04/03/2020,95.42346734332844
05/03/2020,95.46369619943013
06/03/2020,94.97407632355073
09/03/2020,94.80253334874843
10/03/2020,94.07928687177547
11/03/2020,94.08864461197797
12/03/2020,93.99365273010075
13/03/2020,93.67415817105424
16/03/2020,94.2508115924385
17/03/2020,94.73883498792506
18/03/2020,94.96617988849651
19/03/2020,94.65369530372885
20/03/2020,94.4641254002786
23/03/2020,94.07914738679892
24/03/2020,94.18851788118099
25/03/2020,92.92034409056446
26/03/2020,92.74999560345123
27/03/2020,93.00250456056519
30/03/2020,93.24017074989419
31/03/2020,92.01647219176347
01/04/2020,92.09986352206536
02/04/2020,91.88849599156107
03/04/2020,92.423007596845
06/04/2020,92.15131625861302
07/04/2020,92.8078947160846
08/04/2020,92.84667246080146
09/04/2020,92.3389754918848
10/04/2020,92.1805366500527
13/04/2020,92.68176031187465
14/04/2020,92.86642251609655
15/04/2020,93.15224760962387
16/04/2020,93.8850599399683
17/04/2020,93.17730219148717
20/04/2020,92.72638401501467
21/04/2020,91.97326898874073
22/04/2020,92.78736277954512
23/04/2020,93.59923983836939
24/04/2020,94.37639317876388
27/04/2020,95.48022437272348
28/04/2020,94.92398063527521
29/04/2020,94.6934495653711
30/04/2020,94.45957434115495
01/05/2020,93.58313553387534
04/05/2020,93.46310225980537
05/05/2020,93.13843629531772
06/05/2020,92.63089714194147
07/05/2020,92.39820721933086
08/05/2020,92.33978666234256
11/05/2020,91.76144847945811
12/05/2020,91.8144290732998
13/05/2020,91.15204943999136
14/05/2020,90.9419130833956
15/05/2020,91.00204025357944
18/05/2020,90.98077659768921
19/05/2020,91.47684665034457
20/05/2020,91.67731205611237
21/05/2020,92.2074516828575
22/05/2020,91.88541095664925
25/05/2020,91.92877904771521
26/05/2020,91.43081573906233
27/05/2020,91.69412819846316
28/05/2020,91.93858382149303
29/05/2020,92.42555576132642
01/06/2020,92.51416794082871
02/06/2020,92.15376328984128
03/06/2020,92.51862684461358
04/06/2020,91.3310553380804
05/06/2020,91.15973411018267
08/06/2020,90.68834477527992
09/06/2020,90.34898327506372
10/06/2020,91.36288573190159
11/06/2020,91.74691528639632
12/06/2020,92.12189030332704
15/06/2020,92.03951356180478
16/06/2020,91.76268106942639
17/06/2020,91.50774474300776
18/06/2020,90.66548062730787
19/06/2020,90.26317077090508
22/06/2020,90.84956444496038
23/06/2020,90.16854709985887
24/06/2020,88.83169459186178
25/06/2020,89.14696516260595
26/06/2020,89.26485266374307
29/06/2020,89.08488230418645
30/06/2020,89.74786983209356
01/07/2020,91.32152082503194
02/07/2020,92.11304206091356
03/07/2020,92.53182929582184
06/07/2020,91.98354328364408
07/07/2020,92.41397298437502
08/07/2020,92.67539067936353
09/07/2020,92.9384232540601
10/07/2020,94.15935182306752
13/07/2020,93.55710375042239
14/07/2020,94.14732196113388
15/07/2020,93.82039056165135
16/07/2020,94.9496836899041
17/07/2020,95.70470161952301
20/07/2020,96.17971327458491
21/07/2020,95.84701803383658
22/07/2020,95.75522361785212
23/07/2020,96.1932071850372
24/07/2020,96.59704472484445
27/07/2020,96.51994591933361
28/07/2020,95.72161688863302
29/07/2020,95.79712459173012
30/07/2020,96.7375457707236
31/07/2020,96.14384341885152
03/08/2020,96.959771975293
04/08/2020,96.1573809985567
05/08/2020,95.96544083969897
06/08/2020,95.80974062702896
07/08/2020,95.11410580771066
10/08/2020,94.63517466179837
11/08/2020,94.91777033794976
12/08/2020,95.31373574816244
13/08/2020,94.73030710188371
14/08/2020,94.84874605676482
17/08/2020,94.55444646721189
18/08/2020,94.45736606157925
19/08/2020,95.14149406981412
20/08/2020,95.24576600988794
21/08/2020,94.69728547551695
24/08/2020,95.67413411080433
25/08/2020,95.03866988621324
26/08/2020,96.30580114760681
27/08/2020,96.87230316459062
28/08/2020,97.23523614775536
31/08/2020,96.52688809744917
01/09/2020,97.09295238345618
02/09/2020,97.3212455402559
03/09/2020,96.9320180971758
04/09/2020,97.06782384916829
07/09/2020,96.84799381610554
08/09/2020,95.95312615517219
09/09/2020,96.08165081674407
10/09/2020,96.18281718824133
11/09/2020,96.43193599200849
14/09/2020,96.46687277382769
15/09/2020,96.2885721406781
16/09/2020,96.8553183423631
17/09/2020,96.7897267290691
18/09/2020,97.03423966878805
21/09/2020,97.45366598604554
22/09/2020,96.53354327010716
23/09/2020,95.76419630994445
24/09/2020,95.72632195064838
25/09/2020,95.7764130258056
28/09/2020,95.67752868232003
29/09/2020,95.52268014710661
30/09/2020,95.9539959321062
01/10/2020,97.05218550711632
02/10/2020,96.81760032862783
05/10/2020,96.68346324380764
06/10/2020,96.09791888320984
07/10/2020,96.46155552267814
08/10/2020,97.22591376951881
09/10/2020,97.28767043579877
12/10/2020,97.37153054135153
13/10/2020,97.15947017653127
14/10/2020,97.44391654845572
15/10/2020,97.5498683922345
16/10/2020,97.32227097019255
19/10/2020,97.71050899112558
20/10/2020,96.8045760317904
21/10/2020,97.13763906274232
22/10/2020,96.99089703919478
23/10/2020,97.436063487764
26/10/2020,96.62015646340147
27/10/2020,96.34687325350961
28/10/2020,95.96554261017471
29/10/2020,95.73485623818075
30/10/2020,95.69291637482212
02/11/2020,96.30563485709945
03/11/2020,96.24503485522175
04/11/2020,96.03894666899872
05/11/2020,95.75997906751476
06/11/2020,95.34980125744353
09/11/2020,94.63669341600418
10/11/2020,95.03819848773135
11/11/2020,94.22377194597911
12/11/2020,93.71820257424903
13/11/2020,93.83033317769707
16/11/2020,93.38020011345475
17/11/2020,93.0704992136522
18/11/2020,92.55103987350601
19/11/2020,92.464918374928
20/11/2020,92.90939027234373
23/11/2020,93.46335590282665
24/11/2020,93.77423244704242
25/11/2020,94.16321499284298
26/11/2020,94.3311143873767
27/11/2020,94.38092417208394
30/11/2020,93.73010282159784
01/12/2020,94.19680079384882
02/12/2020,93.77521555357637
